Id,Churn,Genero,Tiene +60,Posee_pareja,Posee_dependientes,Tiempo_contrato,Servicio_telefono,Multiples_lineas,Tipo_internet,Seguridad_online,Backup_online,Proteccion_dispositivo,Soporte_tecnico,Streaming_tv,Streaming_peliculas,Tipo_contrato,Factura_digital,Metodo_pago,Valor_mensual,Total_cobrado,Cuentas_Diarias
6137-MFAJN,No,Femenino,0,No,No,48,No,No,DSL,Si,Si,No,No,Si,No,Mes a mes,Si,Cheque electrónico,44.8,2104.55,1.49
6137-NICCO,No,Femenino,0,Si,Si,6,Si,Si,Fibra optica,No,Si,Si,No,Si,No,Mes a mes,Si,Cheque por correo,94.05,518.75,3.14
6139-ZZRBQ,No,Masculino,1,No,No,64,Si,No,No,No,No,No,No,No,No,Dos años,Si,Transferencia bancaria,20.05,1198.05,0.67
6140-QNRQQ,Si,Masculino,0,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,71.55,71.55,2.38
6141-OOXUQ,Si,Masculino,0,No,No,1,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,19.65,19.65,0.65
6142-VSJQO,Si,Femenino,0,Si,Si,1,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria,44.35,44.35,1.48
6143-JQKEA,No,Masculino,0,No,No,10,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Tarjeta de crédito,45.8,436.2,1.53
6145-NNPNO,No,Femenino,0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Transferencia bancaria,44.15,44.15,1.47
6147-CBCRA,No,Femenino,0,Si,No,33,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,20.05,669.45,0.67
6152-ONASV,No,Femenino,0,Si,No,68,Si,Si,DSL,Si,No,No,Si,No,No,Un año,No,Transferencia bancaria,58.25,3975.7,1.94
6156-UZDLF,No,Femenino,0,No,No,26,Si,No,Fibra optica,Si,No,Si,Si,No,No,Un año,Si,Tarjeta de crédito,87.15,2274.1,2.9
6158-DWPZT,Si,Masculino,0,Si,No,9,No,No,DSL,No,No,No,No,No,No,Un año,No,Transferencia bancaria,24.1,259.8,0.8
6158-HDPXZ,No,Masculino,0,No,No,1,No,No,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,25.35,25.35,0.85
6161-ERDGD,No,Masculino,0,Si,Si,71,Si,Si,DSL,Si,No,Si,Si,Si,Si,Un año,No,Cheque electrónico,85.45,6300.85,2.85
6161-UUUTA,Si,Masculino,1,No,No,3,Si,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,79.9,260.9,2.66
6164-HAQTX,No,Masculino,0,No,No,71,No,No,DSL,Si,Si,Si,Si,Si,No,Dos años,No,Transferencia bancaria,53.95,3888.65,1.8
6164-HXUGH,No,Femenino,0,Si,Si,6,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,19.85,119.3,0.66
6166-ILMNY,Si,Femenino,0,No,No,2,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,No,Transferencia bancaria,69.75,144.55,2.33
6166-YIPFO,No,Masculino,0,Si,No,72,No,No,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Cheque electrónico,64.7,4746.05,2.16
6168-WFVVF,Si,Femenino,1,No,No,3,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,70.3,235.5,2.34
6168-YBYNP,No,Masculino,0,No,No,59,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Mes a mes,Si,Cheque electrónico,111.35,6519.75,3.71
6169-PGNCD,No,Femenino,0,No,No,57,Si,No,DSL,Si,Si,Si,Si,Si,No,Dos años,Si,Tarjeta de crédito,74.3,4166.35,2.48
6169-PPETC,No,Masculino,0,Si,Si,35,Si,No,No,No,No,No,No,No,No,Dos años,No,Transferencia bancaria,20.5,759.35,0.68
6171-ZTVYB,No,Masculino,0,Si,No,43,Si,Si,DSL,Si,Si,No,Si,No,No,Mes a mes,No,Transferencia bancaria,66.25,2907.35,2.21
6172-FECYY,Si,Masculino,0,Si,Si,49,Si,Si,Fibra optica,No,No,No,No,Si,No,Mes a mes,No,Cheque electrónico,84.5,4254.85,2.82
6173-GOLSU,No,Masculino,1,Si,No,67,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Tarjeta de crédito,94.65,6079.0,3.16
6173-ITPWD,Si,Masculino,0,Si,No,47,Si,Si,Fibra optica,No,Si,Si,No,No,No,Mes a mes,Si,Transferencia bancaria,83.35,4065.0,2.78
6174-NRBTZ,No,Masculino,0,No,No,46,No,No,DSL,Si,No,No,No,No,No,Un año,Si,Transferencia bancaria,30.75,1489.3,1.02
6175-IRFIT,No,Masculino,0,No,No,5,Si,No,Fibra optica,No,No,No,No,No,Si,Mes a mes,No,Cheque por correo,78.75,426.35,2.62
6176-YJWAS,No,Masculino,0,Si,No,72,Si,Si,Fibra optica,Si,Si,Si,No,Si,No,Dos años,Si,Tarjeta de crédito,97.95,7114.25,3.26
6177-PEVRA,No,Femenino,0,No,No,48,Si,No,DSL,Si,Si,No,No,No,No,Dos años,No,Tarjeta de crédito,55.5,2627.35,1.85
6178-KFNHS,Si,Femenino,0,No,Si,12,Si,Si,Fibra optica,Si,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,78.3,909.25,2.61
6179-GJPSO,Si,Femenino,1,No,No,43,Si,No,Fibra optica,Si,Si,No,Si,Si,Si,Mes a mes,Si,Tarjeta de crédito,108.15,4600.7,3.6
6180-YBIQI,No,Masculino,0,No,No,5,No,No,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,24.3,100.2,0.81
6181-AXXYF,No,Masculino,0,Si,Si,72,Si,Si,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,24.75,1859.1,0.82
6184-DYUOB,No,Femenino,0,Si,No,3,Si,No,No,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,19.6,55.25,0.65
6185-TASNN,No,Masculino,1,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque electrónico,46.3,46.3,1.54
6188-UXBBR,No,Femenino,0,Si,No,38,Si,No,No,No,No,No,No,No,No,Un año,Si,Tarjeta de crédito,20.25,814.75,0.68
6194-HBGQN,No,Masculino,0,No,No,51,Si,Si,DSL,Si,Si,Si,Si,Si,No,Un año,Si,Tarjeta de crédito,81.15,4126.2,2.7
6195-MELTI,No,Masculino,0,No,No,57,Si,No,DSL,No,Si,No,Si,No,No,Un año,Si,Cheque por correo,54.65,3134.7,1.82
6196-HBOBZ,No,Masculino,0,Si,No,65,Si,Si,Fibra optica,Si,Si,Si,No,Si,No,Dos años,Si,Cheque electrónico,99.35,6347.55,3.31
6198-PNNSZ,No,Femenino,0,Si,No,56,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Un año,No,Transferencia bancaria,109.8,6109.65,3.66
6198-RTPMF,No,Femenino,0,Si,No,17,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,No,Cheque electrónico,92.6,1579.7,3.09
6198-ZFIOJ,No,Femenino,0,No,No,5,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,No,Cheque electrónico,75.6,402.5,2.52
6199-IPCAO,No,Femenino,0,Si,Si,29,Si,Si,No,No,No,No,No,No,No,Dos años,No,Cheque por correo,26.1,692.55,0.87
6199-IWKGC,No,Femenino,1,Si,No,46,Si,Si,Fibra optica,No,No,No,Si,Si,Si,Un año,No,Cheque electrónico,100.25,4753.85,3.34
6202-DYYFX,No,Femenino,0,No,No,22,Si,Si,Fibra optica,No,No,No,No,No,No,Un año,Si,Tarjeta de crédito,76.0,1783.6,2.53
6202-JVYEU,No,Masculino,0,No,No,9,Si,No,No,No,No,No,No,No,No,Un año,Si,Cheque electrónico,19.9,164.6,0.66
6203-HBZPA,No,Masculino,0,No,No,52,No,No,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de crédito,63.9,3334.95,2.13
6204-IEUXJ,Si,Femenino,0,No,No,3,Si,No,Fibra optica,No,No,Si,Si,No,No,Mes a mes,No,Tarjeta de crédito,80.1,217.55,2.67
6207-WIOLX,Si,Femenino,0,Si,Si,25,No,No,DSL,Si,Si,Si,No,Si,Si,Mes a mes,Si,Tarjeta de crédito,58.6,1502.65,1.95
6210-KBBPI,Si,Masculino,1,No,No,9,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,Si,Tarjeta de crédito,99.45,919.4,3.32
6211-WHMYA,No,Femenino,1,No,No,64,No,No,DSL,No,Si,No,Si,Si,No,Mes a mes,Si,Cheque electrónico,43.85,2751.0,1.46
6211-WWLTF,No,Masculino,0,Si,No,63,Si,No,Fibra optica,Si,No,Si,No,Si,Si,Dos años,No,Tarjeta de crédito,99.7,6330.4,3.32
6212-ATMLK,No,Femenino,0,No,No,50,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,95.7,4729.75,3.19
6214-EDAKZ,Si,Femenino,0,Si,Si,22,Si,No,DSL,No,Si,No,Si,No,No,Mes a mes,No,Cheque electrónico,55.15,1206.05,1.84
6215-NQCPY,No,Masculino,0,No,No,15,Si,Si,Fibra optica,Si,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,99.7,1566.75,3.32
6217-KDYWC,No,Masculino,0,No,Si,57,Si,No,No,No,No,No,No,No,No,Dos años,Si,Cheque por correo,19.6,1170.55,0.65
6217-TOWGS,No,Femenino,0,Si,No,17,Si,Si,DSL,No,Si,No,No,Si,Si,Mes a mes,Si,Transferencia bancaria,75.4,1322.55,2.51
6218-KNUBD,No,Masculino,0,No,No,6,Si,No,DSL,No,Si,No,No,Si,No,Mes a mes,No,Cheque electrónico,59.45,357.6,1.98
6221-AVQYL,Si,Masculino,0,No,No,2,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Tarjeta de crédito,73.25,131.05,2.44
6223-DHJGV,No,Femenino,0,No,No,42,Si,No,No,No,No,No,No,No,No,Un año,Si,Cheque por correo,20.65,958.1,0.69
6227-FBDXH,No,Masculino,0,Si,No,69,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Un año,No,Transferencia bancaria,99.5,6841.45,3.32
6227-HWPWX,Si,Femenino,0,No,Si,15,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,No,Transferencia bancaria,69.0,994.8,2.3
6229-LSCKB,No,Masculino,1,No,No,6,Si,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,79.7,497.6,2.66
6229-UOLQL,No,Masculino,0,Si,Si,56,No,No,DSL,Si,Si,No,Si,Si,No,Un año,Si,Cheque por correo,52.0,2884.9,1.73
6230-BSUXY,Si,Femenino,1,No,No,1,Si,No,Fibra optica,No,No,Si,No,No,Si,Mes a mes,Si,Cheque electrónico,85.0,85.0,2.83
6231-WFGFH,No,Masculino,0,Si,Si,4,Si,No,No,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,20.5,77.6,0.68
6233-HXJMX,No,Femenino,0,No,No,45,Si,Si,Fibra optica,No,No,Si,No,No,Si,Mes a mes,Si,Tarjeta de crédito,89.3,4192.15,2.98
6234-PFPXL,No,Masculino,0,Si,No,22,Si,Si,Fibra optica,Si,No,No,Si,Si,No,Mes a mes,No,Tarjeta de crédito,95.9,2234.95,3.2
6234-RAAPL,No,Femenino,0,Si,Si,72,Si,Si,Fibra optica,Si,Si,No,Si,Si,No,Dos años,No,Transferencia bancaria,99.9,7251.7,3.33
6235-VDHOM,Si,Femenino,1,No,No,5,No,No,DSL,No,Si,No,No,No,No,Mes a mes,No,Cheque electrónico,28.45,131.05,0.95
6240-EURKS,Si,Femenino,0,No,Si,18,No,No,DSL,No,No,No,No,No,Si,Mes a mes,Si,Cheque electrónico,35.0,553.0,1.17
6242-FEGFD,No,Masculino,0,Si,No,66,Si,Si,Fibra optica,Si,Si,Si,Si,No,No,Dos años,No,Cheque por correo,96.6,6424.25,3.22
6242-MBHPK,No,Femenino,1,Si,No,23,Si,No,Fibra optica,Si,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,95.1,2326.05,3.17
6242-SGYTS,No,Masculino,0,Si,Si,62,Si,Si,Fibra optica,Si,Si,No,No,Si,No,Un año,Si,Tarjeta de crédito,94.95,5791.85,3.16
6243-OZGFH,No,Femenino,0,No,No,23,No,No,DSL,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,44.95,996.85,1.5
6244-BESBM,No,Masculino,0,Si,Si,69,Si,No,Fibra optica,No,No,No,Si,Si,Si,Dos años,Si,Tarjeta de crédito,95.2,6671.7,3.17
6248-BSHKG,No,Masculino,0,Si,Si,61,Si,No,No,No,No,No,No,No,No,Un año,No,Cheque por correo,20.4,1226.45,0.68
6248-TKCQV,No,Femenino,0,Si,Si,70,Si,Si,DSL,Si,No,No,Si,Si,Si,Dos años,Si,Transferencia bancaria,80.6,5460.2,2.69
6250-CGGUN,No,Masculino,0,No,No,54,Si,No,Fibra optica,Si,No,Si,Si,No,No,Un año,No,Cheque electrónico,84.4,4484.05,2.81
6252-DFGTK,No,Femenino,0,Si,No,37,Si,Si,DSL,Si,No,Si,Si,No,No,Un año,No,Tarjeta de crédito,68.1,2479.25,2.27
6253-GNHWH,No,Femenino,0,Si,Si,71,Si,Si,DSL,Si,Si,Si,Si,No,No,Dos años,No,Cheque por correo,71.1,5224.95,2.37
6253-WRFHY,No,Masculino,0,Si,Si,13,Si,No,DSL,No,No,No,No,Si,Si,Un año,Si,Cheque electrónico,64.75,877.35,2.16
6257-DTAYD,No,Masculino,0,Si,No,71,Si,Si,Fibra optica,No,Si,No,Si,Si,Si,Dos años,Si,Tarjeta de crédito,104.15,7365.3,3.47
6257-RJOHI,No,Masculino,0,No,No,4,Si,No,DSL,No,No,No,Si,No,No,Mes a mes,Si,Cheque por correo,50.8,202.3,1.69
6258-NGCNG,No,Masculino,0,No,No,7,Si,Si,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,23.5,173.0,0.78
6258-PVZWJ,No,Masculino,0,Si,No,68,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito,90.8,6302.85,3.03
6259-WJQLC,No,Masculino,1,No,No,32,Si,Si,Fibra optica,No,No,Si,No,No,No,Mes a mes,Si,Tarjeta de crédito,81.1,2619.25,2.7
6260-ONULR,No,Masculino,0,No,No,1,Si,No,DSL,No,No,No,No,Si,Si,Mes a mes,Si,Cheque por correo,62.8,62.8,2.09
6260-XLACS,No,Masculino,0,No,No,4,Si,No,No,No,No,No,No,No,No,Un año,No,Cheque por correo,19.7,117.8,0.66
6261-LHRTG,No,Femenino,0,No,No,26,Si,No,DSL,No,Si,Si,No,No,No,Mes a mes,Si,Tarjeta de crédito,54.75,1406.9,1.82
6261-RCVNS,Si,Femenino,0,No,No,42,Si,No,DSL,Si,Si,Si,Si,No,Si,Un año,No,Tarjeta de crédito,73.9,3160.55,2.46
6265-FRMTQ,No,Masculino,0,No,No,31,Si,No,No,No,No,No,No,No,No,Dos años,No,Transferencia bancaria,20.4,609.1,0.68
6265-SXWBU,No,Masculino,0,Si,Si,69,Si,Si,Fibra optica,No,Si,Si,No,Si,No,Un año,No,Tarjeta de crédito,95.75,6511.25,3.19
6266-QHOJZ,No,Femenino,0,No,No,65,Si,Si,Fibra optica,Si,Si,No,Si,No,No,Un año,Si,Cheque electrónico,89.85,5844.65,2.99
6267-DCFFZ,No,Femenino,1,Si,No,30,Si,Si,Fibra optica,No,Si,No,No,Si,No,Mes a mes,Si,Cheque electrónico,90.05,2627.2,3.0
6270-OMFIW,Si,Masculino,0,Si,No,60,Si,No,Fibra optica,No,Si,No,No,Si,Si,Un año,Si,Cheque electrónico,94.4,5610.25,3.15
6275-YDUVO,Si,Femenino,0,No,No,2,Si,No,Fibra optica,No,No,Si,No,No,Si,Mes a mes,Si,Cheque por correo,86.2,178.7,2.87
6278-FEPBZ,No,Femenino,0,No,No,9,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,20.25,186.15,0.68
6281-FKEWS,No,Femenino,0,No,No,44,No,No,DSL,No,No,Si,No,Si,Si,Un año,Si,Cheque electrónico,49.05,2265.0,1.64
6283-GITPX,No,Masculino,0,No,Si,71,Si,No,DSL,Si,Si,Si,Si,Si,No,Dos años,Si,Tarjeta de crédito,76.9,5522.7,2.56
6284-AHOOQ,Si,Masculino,1,No,No,22,Si,Si,Fibra optica,No,No,No,Si,Si,No,Mes a mes,Si,Transferencia bancaria,90.5,1910.6,3.02
6284-KMNUF,No,Femenino,0,Si,No,56,Si,Si,Fibra optica,Si,No,No,No,Si,Si,Un año,Si,Cheque electrónico,98.0,5270.6,3.27
6285-FTQBF,No,Masculino,0,Si,Si,72,Si,Si,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,25.55,1867.7,0.85
6286-SUUWT,No,Masculino,0,No,No,1,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,19.95,19.95,0.66
6286-ZHAOK,No,Femenino,0,Si,Si,20,Si,Si,No,No,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria,25.55,507.4,0.85
6288-CHQJB,No,Femenino,0,Si,Si,54,Si,No,DSL,Si,No,Si,Si,No,Si,Dos años,No,Transferencia bancaria,69.95,3871.85,2.33
6288-LBEAR,No,Femenino,0,No,No,23,Si,No,Fibra optica,No,Si,No,Si,No,No,Mes a mes,Si,Cheque por correo,79.1,1783.75,2.64
6289-CPNLD,Si,Masculino,0,Si,Si,33,Si,No,DSL,No,No,Si,Si,Si,Si,Un año,Si,Cheque por correo,73.9,2405.05,2.46
6292-TOSSS,No,Masculino,0,No,No,50,Si,Si,No,No,No,No,No,No,No,Dos años,No,Transferencia bancaria,24.9,1195.25,0.83
6295-OSINB,No,Masculino,0,Si,No,72,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Dos años,Si,Cheque electrónico,109.65,7880.25,3.66
6296-DDOOR,No,Femenino,0,No,No,19,Si,No,DSL,No,Si,No,No,Si,No,Un año,No,Cheque electrónico,58.2,1045.25,1.94
6297-NOOPG,No,Femenino,0,Si,No,70,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Dos años,Si,Cheque electrónico,110.5,7752.05,3.68
6298-QDFNH,Si,Masculino,0,No,No,22,Si,Si,Fibra optica,No,Si,No,No,No,No,Mes a mes,Si,Cheque electrónico,79.35,1730.35,2.64
6300-BWMJX,No,Femenino,0,Si,No,59,Si,Si,Fibra optica,No,No,Si,Si,Si,No,Mes a mes,No,Cheque electrónico,93.35,5386.5,3.11
6302-JGYRJ,Si,Masculino,0,No,Si,31,Si,Si,DSL,No,Si,No,Si,Si,Si,Un año,Si,Cheque por correo,79.45,2587.7,2.65
6303-KFWSL,No,Femenino,0,No,No,29,Si,Si,DSL,No,Si,No,No,No,No,Un año,Si,Cheque electrónico,55.25,1620.2,1.84
6304-IJFSQ,Si,Masculino,0,No,No,3,Si,No,DSL,No,Si,No,No,No,No,Mes a mes,Si,Cheque por correo,49.9,130.1,1.66
6305-YLBMM,Si,Masculino,0,No,No,69,Si,No,Fibra optica,No,Si,Si,Si,Si,Si,Un año,Si,Transferencia bancaria,104.05,7262.0,3.47
6308-CQRBU,No,Femenino,0,Si,No,71,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Dos años,No,Cheque electrónico,109.25,7707.7,3.64
6311-UEUME,Si,Femenino,0,No,No,29,Si,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,78.9,2384.15,2.63
6313-GIDIT,Si,Masculino,1,No,No,53,No,No,DSL,No,Si,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,54.45,2854.55,1.82
6317-YPKDH,Si,Femenino,0,No,No,1,No,No,DSL,No,Si,No,No,No,No,Mes a mes,No,Transferencia bancaria,29.95,29.95,1.0
6319-IEJWJ,Si,Masculino,0,Si,Si,20,Si,No,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,90.2,1776.55,3.01
6319-QSUSR,No,Femenino,0,No,Si,11,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Tarjeta de crédito,19.7,216.2,0.66
6322-HRPFA,No,Masculino,0,Si,Si,49,Si,No,DSL,Si,Si,No,Si,No,No,Mes a mes,No,Tarjeta de crédito,59.6,2970.3,1.99
6322-PJJDJ,No,Masculino,0,Si,No,49,Si,No,Fibra optica,No,Si,No,No,Si,Si,Dos años,Si,Cheque electrónico,94.8,4690.65,3.16
6323-AYBRX,Si,Masculino,0,No,No,59,Si,No,No,No,No,No,No,No,No,Dos años,No,Cheque por correo,19.35,1099.6,0.64
6326-MTTXK,Si,Masculino,0,No,No,8,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,No,Cheque electrónico,100.85,819.55,3.36
6328-ZPBGN,Si,Femenino,1,No,No,11,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Transferencia bancaria,95.15,997.65,3.17
6330-JKLPC,Si,Masculino,0,Si,No,11,Si,Si,Fibra optica,No,Si,No,No,No,No,Mes a mes,Si,Transferencia bancaria,80.5,896.9,2.68
6331-EWIEB,Si,Masculino,0,No,No,20,Si,Si,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,85.25,1734.5,2.84
6331-LWDTQ,Si,Masculino,0,No,No,10,Si,Si,DSL,No,No,No,No,Si,Si,Mes a mes,Si,Tarjeta de crédito,72.15,794.25,2.41
6332-FBZRI,No,Masculino,0,Si,Si,67,Si,Si,DSL,Si,Si,Si,Si,No,No,Un año,Si,Tarjeta de crédito,69.35,4653.25,2.31
6333-YDVLT,No,Masculino,0,No,No,65,Si,Si,Fibra optica,Si,No,Si,Si,Si,Si,Un año,Si,Tarjeta de crédito,110.0,7138.65,3.67
6338-AVWCY,Si,Masculino,0,No,No,3,No,No,DSL,No,No,Si,No,Si,No,Mes a mes,Si,Cheque por correo,40.15,130.75,1.34
6339-DKLMK,No,Femenino,0,No,No,13,No,No,DSL,No,Si,No,No,No,No,Mes a mes,Si,Cheque electrónico,31.65,389.95,1.06
6339-RZCBJ,No,Masculino,0,No,No,48,Si,No,DSL,No,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de crédito,78.9,3771.5,2.63
6339-TBELP,No,Masculino,0,No,No,71,Si,Si,Fibra optica,No,No,Si,Si,No,No,Dos años,Si,Tarjeta de crédito,86.4,6172.0,2.88
6339-YPSAH,No,Masculino,0,No,No,9,Si,No,Fibra optica,No,No,Si,No,No,No,Mes a mes,Si,Cheque electrónico,73.8,704.3,2.46
6340-DACFT,No,Femenino,0,Si,Si,50,Si,No,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,20.55,1070.25,0.68
6341-AEVKX,No,Femenino,0,Si,No,62,Si,No,Fibra optica,Si,No,Si,Si,Si,Si,Un año,Si,Cheque electrónico,104.3,6613.65,3.48
6341-JVQGF,No,Femenino,0,Si,Si,31,Si,No,DSL,Si,No,Si,Si,Si,Si,Un año,Si,Cheque por correo,81.15,2545.75,2.7
6344-SFJVH,No,Femenino,0,No,No,20,No,No,DSL,No,No,No,No,No,No,Mes a mes,No,Tarjeta de crédito,24.9,505.95,0.83
6345-FZOQH,No,Masculino,0,Si,No,69,Si,No,No,No,No,No,No,No,No,Dos años,No,Cheque por correo,19.9,1363.45,0.66
6345-HOVES,No,Masculino,0,No,No,34,No,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria,25.05,852.7,0.84
6345-ULYRW,Si,Masculino,1,Si,No,44,Si,Si,Fibra optica,No,Si,No,No,No,Si,Un año,No,Cheque por correo,88.4,3912.9,2.95
6347-DCUIK,Si,Masculino,0,No,No,10,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,74.15,811.8,2.47
6348-SNFUS,No,Masculino,0,Si,Si,72,No,No,DSL,Si,Si,Si,Si,No,Si,Dos años,Si,Tarjeta de crédito,55.45,4179.2,1.85
6349-JDHQP,No,Femenino,0,No,No,53,Si,No,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,19.85,1049.6,0.66
6350-XFYGW,No,Masculino,1,No,No,4,Si,No,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,94.75,422.4,3.16
6351-SCJKT,No,Masculino,0,No,No,3,No,No,DSL,Si,No,Si,Si,No,No,Mes a mes,No,Cheque por correo,41.35,107.25,1.38
6352-GIGGQ,No,Masculino,0,No,No,67,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Un año,Si,Transferencia bancaria,88.8,5903.15,2.96
6352-TWCAU,Si,Femenino,0,No,No,35,Si,Si,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,86.45,3029.1,2.88
6353-BRMMA,No,Femenino,0,Si,Si,54,Si,Si,Fibra optica,Si,Si,No,No,Si,Si,Mes a mes,Si,Transferencia bancaria,104.1,5645.8,3.47
6356-ELRKD,Si,Femenino,0,No,No,1,Si,No,Fibra optica,Si,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,95.6,95.6,3.19
6357-JJPQT,No,Femenino,0,No,No,3,Si,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,80.5,232.35,2.68
6358-LYNGM,Si,Masculino,0,No,No,1,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,74.9,74.9,2.5
6360-SVNWV,No,Femenino,1,No,No,31,Si,No,Fibra optica,Si,No,No,No,No,No,Mes a mes,Si,Tarjeta de crédito,73.55,2094.65,2.45
6362-QHAFM,No,Masculino,0,Si,No,42,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Un año,Si,Cheque electrónico,108.3,4586.15,3.61
6365-HITVU,No,Femenino,0,Si,Si,71,Si,No,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de crédito,87.25,6328.7,2.91
6365-MTGZX,Si,Masculino,0,No,No,24,Si,No,Fibra optica,No,No,No,Si,Si,Si,Mes a mes,Si,Cheque electrónico,96.0,2122.45,3.2
6366-XIVKZ,No,Femenino,0,Si,Si,13,Si,No,DSL,Si,No,Si,No,No,Si,Mes a mes,Si,Cheque por correo,63.15,816.8,2.1
6366-ZGQGL,Si,Masculino,0,No,No,1,No,No,DSL,No,No,No,No,No,No,Mes a mes,No,Transferencia bancaria,24.8,24.8,0.83
6368-NWMCE,No,Femenino,0,No,No,38,Si,Si,DSL,No,Si,No,Si,No,Si,Mes a mes,No,Tarjeta de crédito,68.15,2656.3,2.27
6368-TZZDT,No,Masculino,0,Si,Si,4,Si,No,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,19.5,96.85,0.65
6369-MCAKO,No,Femenino,0,Si,Si,68,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,89.05,6185.8,2.97
6370-ZVHDV,No,Femenino,0,Si,No,61,Si,Si,No,No,No,No,No,No,No,Dos años,No,Transferencia bancaria,25.3,1554.9,0.84
6371-NZYEG,No,Masculino,0,Si,Si,16,Si,No,DSL,Si,No,Si,No,Si,No,Dos años,No,Cheque por correo,64.25,1024.0,2.14
6372-RFVNS,Si,Femenino,0,Si,No,1,Si,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,No,Cheque electrónico,78.8,78.8,2.63
6374-AFWOX,No,Masculino,0,Si,No,46,Si,No,DSL,Si,Si,Si,Si,No,No,Dos años,No,Cheque por correo,65.65,3047.15,2.19
